PseudoTimeSec,PseudoTimestamp,UF-FP1,UF-FP2,UF-O1,UF-O2,UF-C3,UF-CZ,UF-FZ,UF-C4
0.9120001,09-21-2026 21:18:30:253,-166913.216,173406.845,126303.539,70178.13,111748.798,40609.812,-198771.381,37116.189
0.9160001,09-21-2026 21:18:30:257,-179955.325,171447.223,127120.629,64881.571,112744.568,22736.105,-204393.56,32023.389
0.92,09-21-2026 21:18:30:261,-187054.194,170316.672,127661.676,63319.765,113010.107,14945.002,-205275.471,31889.368
0.924,09-21-2026 21:18:30:265,-177148.795,171798.95,127087.504,68208.896,112147.106,30756.358,-204669.157,37719.284
0.928,09-21-2026 21:18:30:269,-166252.856,173482.215,126347.706,71739.935,111350.49,43817.913,-200314.724,40198.674
0.932,09-21-2026 21:18:30:273,-166748.126,173431.969,126292.497,70246.034,111735.521,41068.112,-198606.023,37183.2
0.936,09-21-2026 21:18:30:277,-179294.965,171497.47,127109.587,65017.38,112731.291,23194.405,-204283.321,32090.4
0.9400001,09-21-2026 21:18:30:281,-187054.194,170316.672,127661.676,63183.956,112996.83,14945.002,-205275.471,31822.357
0.9440001,09-21-2026 21:18:30:285,-177148.795,171798.95,127087.504,68208.896,112133.829,30527.208,-204724.277,37719.284
0.9480001,09-21-2026 21:18:30:289,-166417.946,173457.092,126336.664,71672.031,111350.49,43817.913,-200424.963,40198.674
0.952,09-21-2026 21:18:30:293,-166252.856,173482.215,126281.455,70381.843,111708.967,41297.262,-198385.545,37384.231
0.956,09-21-2026 21:18:30:297,-179129.875,171547.716,127098.546,65017.38,112718.014,23423.555,-204283.321,32157.41
0.96,09-21-2026 21:18:30:301,-187054.194,170341.795,127672.717,63183.956,113023.384,14715.852,-205275.471,31755.347
0.964,09-21-2026 21:18:30:305,-177478.975,171748.703,127087.504,68005.183,112186.937,30068.908,-204779.396,37652.273
0.9680001,09-21-2026 21:18:30:309,-166252.856,173457.092,126347.706,71739.935,111377.044,43817.913,-200645.441,40265.684
0.9720001,09-21-2026 21:18:30:313,-166252.856,173482.215,126281.455,70381.843,111748.798,41526.412,-198550.904,37518.252
0.9760001,09-21-2026 21:18:30:317,-178964.785,171572.84,127087.504,65085.285,112704.738,23652.705,-204228.202,32291.431
0.98,09-21-2026 21:18:30:321,-187054.194,170316.672,127661.676,63116.051,113036.661,14715.852,-205275.471,31755.347
0.984,09-21-2026 21:18:30:325,-177478.975,171723.58,127109.587,68005.183,112200.214,29839.758,-204779.396,37585.263
0.988,09-21-2026 21:18:30:329,-166417.946,173431.969,126358.748,71672.031,111390.321,43588.763,-200645.441,40265.684
0.992,09-21-2026 21:18:30:333,-166087.766,173507.339,126281.455,70517.653,111722.244,41755.562,-198275.307,37585.263
0.9960001,09-21-2026 21:18:30:337,-178799.695,171572.84,127098.546,65153.189,112704.738,23881.855,-204173.083,32291.431
1,09-21-2026 21:18:30:341,-186724.014,170341.795,127683.759,63183.956,113036.661,14715.852,-205275.471,31755.347
1.004,09-21-2026 21:18:30:345,-177668.831,171695.014,127146.691,67913.809,112225.293,29669.75,-204799.334,37502.383
1.008,09-21-2026 21:18:30:349,-166357.82,173441.133,126395.852,71671.405,111386.029,43699.672,-200637.797,40288.304
1.012,09-21-2026 21:18:30:353,-165866.037,173515.966,126307.517,70530.706,111719.07,41889.36,-198332.08,37570.332
1.016,09-21-2026 21:18:30:357,-178324.542,171620.181,127091.483,65229.811,112691.55,24238.813,-204124.49,32338.236
1.02,09-21-2026 21:18:30:361,-186684.854,170348.009,127676.696,63149.713,113064.556,14960.961,-205249.23,31726.692
1.024,09-21-2026 21:18:30:365,-177668.831,171695.014,127146.691,67913.809,112251.936,29669.75,-204799.334,37502.383
1.028,09-21-2026 21:18:30:369,-166357.82,173416.188,126373.768,71604.305,111399.351,43473.383,-200637.797,40220.355
1.032,09-21-2026 21:18:30:373,-165866.037,173515.966,126285.434,70530.706,111719.07,42115.649,-198107.132,37638.281
1.036,09-21-2026 21:18:30:377,-178488.47,171595.236,127069.399,65162.711,112691.55,24012.524,-204068.253,32338.236
1.04,09-21-2026 21:18:30:381,-186684.854,170348.009,127665.654,63149.713,113037.913,14960.961,-205249.23,31726.692
1.044,09-21-2026 21:18:30:385,-177832.759,171670.07,127157.733,67779.609,112251.936,29443.461,-204799.334,37434.433
1.048,09-21-2026 21:18:30:389,-166357.82,173416.188,126395.852,71604.305,111386.029,43473.383,-200806.508,40288.304
1.052,09-21-2026 21:18:30:393,-165866.037,173515.966,126318.559,70530.706,111719.07,42115.649,-198275.843,37706.231
1.056,09-21-2026 21:18:30:397,-178324.542,171645.125,127102.524,65296.911,112691.55,24238.813,-204068.253,32406.185
1.06,09-21-2026 21:18:30:401,-186684.854,170348.009,127687.738,63149.713,113051.234,14960.961,-205249.23,31726.692
1.064,09-21-2026 21:18:30:405,-177832.759,171645.125,127179.817,67779.609,112251.936,29217.172,-204799.334,37366.484
1.068,09-21-2026 21:18:30:409,-166685.676,173366.299,126395.852,71537.205,111386.029,43247.094,-200918.982,40220.355
1.072,09-21-2026 21:18:30:413,-166357.82,173441.133,126307.517,70329.406,111719.07,41210.492,-198557.028,37434.433
1.076,09-21-2026 21:18:30:417,-179472.036,171445.569,127124.608,64827.211,112758.158,22654.789,-204293.201,31998.489
1.08,09-21-2026 21:18:30:421,-186684.854,170348.009,127654.612,63351.013,113077.878,15413.539,-205249.23,31930.54
1.084,09-21-2026 21:18:30:425,-177668.831,171695.014,127135.65,67980.909,112251.936,29896.039,-204799.334,37570.332
1.088,09-21-2026 21:18:30:429,-166521.748,173416.188,126373.768,71671.405,111412.673,43699.672,-200750.271,40356.253
1.092,09-21-2026 21:18:30:433,-166029.965,173491.022,126296.476,70463.606,111732.392,41889.36,-198275.843,37638.281
1.096,09-21-2026 21:18:30:437,-179144.18,171520.403,127135.65,65028.511,112758.158,23107.368,-204236.964,32202.337
1.1,09-21-2026 21:18:30:441,-186356.999,170422.843,127643.571,63418.113,113064.556,15866.118,-205249.23,31930.54
1.104,09-21-2026 21:18:30:445,-177713.982,171689.382,127128.318,67841.389,112257.837,29626.03,-204762.766,37457.232
1.108,09-21-2026 21:18:30:449,-166284.194,173428.169,126364.559,71646.55,111390.678,43744.644,-200643.787,40380.572
1.112,09-21-2026 21:18:30:453,-166116.108,173504.88,126284.763,70423.462,111731.855,41922.887,-198342.004,37666.042
1.116,09-21-2026 21:18:30:457,-178890.577,171561.53,127105.519,65055.467,112755.387,23477.602,-204157.034,32236.982
1.12,09-21-2026 21:18:30:461,-186454.408,170410.862,127629.891,63288.786,113082.348,15735.136,-205247.352,31888.966
1.124,09-21-2026 21:18:30:465,-177882.067,171689.382,127151.117,67773.44,112300.484,29626.03,-204823.34,37457.232
1.128,09-21-2026 21:18:30:469,-166620.364,173402.598,126364.559,71578.601,111461.757,43744.644,-200825.507,40380.572
1.132,09-21-2026 21:18:30:473,-165948.023,173530.45,126273.364,70559.361,111760.287,42150.607,-198039.138,37805.249
1.136,09-21-2026 21:18:30:477,-178890.577,171561.53,127105.519,65055.467,112783.818,23705.321,-204096.461,32306.586
1.14,09-21-2026 21:18:30:481,-186286.323,170436.432,127664.09,63356.735,113139.211,15735.136,-205247.352,31958.569
1.144,09-21-2026 21:18:30:485,-178218.237,171638.241,127185.315,67637.541,112357.347,29398.311,-204762.766,37387.629
1.148,09-21-2026 21:18:30:489,-166788.449,173402.598,126398.757,71646.55,111490.188,43744.644,-200764.933,40450.175
1.152,09-21-2026 21:18:30:493,-165948.023,173530.45,126284.763,70559.361,111788.718,42378.326,-198039.138,37944.455
1.156,09-21-2026 21:18:30:497,-178722.492,171612.671,127116.919,65191.366,112812.249,23933.041,-204035.888,32445.792
1.16,09-21-2026 21:18:30:501,-186454.408,170410.862,127652.69,63288.786,113181.858,15735.136,-205247.352,32028.172
1.164,09-21-2026 21:18:30:505,-178386.322,171612.671,127196.715,67637.541,112414.21,29170.591,-204762.766,37387.629
1.168,09-21-2026 21:18:30:509,-167124.619,173351.458,126421.556,71510.651,111547.051,43516.924,-200886.08,40450.175
1.172,09-21-2026 21:18:30:513,-165611.853,173607.161,126273.364,70763.209,111802.934,43061.485,-197554.552,38222.869
1.176,09-21-2026 21:18:30:517,-177713.982,171766.093,127048.522,65531.113,112769.602,25527.078,-203733.021,32863.412
1.18,09-21-2026 21:18:30:521,-186454.408,170436.432,127664.09,63220.836,113181.858,15507.417,-205186.779,31819.362
1.184,09-21-2026 21:18:30:525,-179226.748,171510.389,127242.312,67229.845,112456.857,27804.274,-204823.34,37109.216
1.188,09-21-2026 21:18:30:529,-167460.789,173300.317,126444.355,71374.753,111547.051,42833.765,-201128.373,40380.572
1.192,09-21-2026 21:18:30:533,-165443.768,173632.732,126250.565,70899.108,111774.503,43516.924,-197554.552,38431.679
1.196,09-21-2026 21:18:30:537,-177041.641,171868.375,127002.925,65734.961,112698.524,26210.237,-203551.302,33002.619
1.2,09-21-2026 21:18:30:541,-186790.578,170385.292,127698.288,63016.988,113196.074,14824.258,-205247.352,31610.552
1.204,09-21-2026 21:18:30:545,-179625.682,171462.959,127293.721,67181.387,112504.645,27167.07,-204901.302,36962.454
1.208,09-21-2026 21:18:30:549,-168034.961,173214.978,126493.886,71216.86,111607.893,42118.778,-201637.59,40256.207
1.212,09-21-2026 21:18:30:553,-166379.144,173494.285,126324.907,70565.977,111832.081,42118.778,-198436.642,38060.372
1.216,09-21-2026 21:18:30:557,-178963.355,171589.917,127124.742,65228.738,112834.333,23819.673,-204022.611,32502.163
1.22,09-21-2026 21:18:30:561,-186745.696,170396.512,127676.741,63276.09,113216.771,15339.6,-205215.121,31884.585
1.224,09-21-2026 21:18:30:565,-179460.1,171462.959,127237.395,67311.563,112478.27,27836.55,-204838.539,37099.694
1.228,09-21-2026 21:18:30:569,-167703.798,173265.761,126426.295,71412.125,111581.518,43011.417,-201323.772,40393.447
1.232,09-21-2026 21:18:30:573,-166379.144,173494.285,126268.581,70631.065,111832.081,42565.098,-198248.35,38128.992
1.236,09-21-2026 21:18:30:577,-178797.773,171615.308,127068.416,65293.826,112821.145,24265.993,-203897.083,32570.783
1.24,09-21-2026 21:18:30:581,-186745.696,170396.512,127631.679,63341.178,113216.771,15785.92,-205215.121,31953.205
1.244,09-21-2026 21:18:30:585,-179625.682,171462.959,127203.599,67246.475,112491.457,27836.55,-204775.775,37099.694
1.248,09-21-2026 21:18:30:589,-167703.798,173265.761,126415.029,71412.125,111581.518,43011.417,-201198.244,40393.447
1.252,09-21-2026 21:18:30:593,-166213.562,173519.677,126257.315,70696.154,111818.893,42788.257,-197934.532,38266.231
1.256,09-21-2026 21:18:30:597,-178632.191,171666.091,127045.885,65424.003,112821.145,24712.312,-203708.792,32639.403
1.26,09-21-2026 21:18:30:601,-186745.696,170396.512,127620.414,63276.09,113243.146,15785.92,-205152.357,31884.585
1.264,09-21-2026 21:18:30:605,-179625.682,171462.959,127214.864,67246.475,112504.645,27836.55,-204775.775,37031.074
1.268,09-21-2026 21:18:30:609,-168034.961,173240.369,126426.295,71347.037,111594.705,43011.417,-201072.717,40393.447
1.272,09-21-2026 21:18:30:613,-165716.817,173595.851,126246.05,70956.507,111805.706,43457.737,-197244.131,38472.091
1.276,09-21-2026 21:18:30:617,-177638.701,171793.049,127000.824,65684.356,112768.395,26051.271,-203457.737,32982.502
1.28,09-21-2026 21:18:30:621,-186414.532,170447.295,127631.679,63341.178,113229.959,15785.92,-205089.594,31884.585
1.284,09-21-2026 21:18:30:625,-180122.427,171386.784,127259.925,66986.122,112557.395,26943.91,-204713.011,36893.834
1.288,09-21-2026 21:18:30:629,-168200.543,173214.978,126460.09,71281.948,111647.455,42341.938,-201198.244,40393.447
1.292,09-21-2026 21:18:30:633,-165716.817,173621.243,126246.05,71021.595,111818.893,43680.897,-197244.131,38677.95
1.296,09-21-2026 21:18:30:637,-176810.792,171945.399,126955.763,66009.798,112715.645,26943.91,-203206.683,33256.982
1.3,09-21-2026 21:18:30:641,-186745.696,170421.904,127642.945,63145.913,113256.334,15339.6,-205089.594,31678.725
1.304,09-21-2026 21:18:30:645,-180633.924,171323.394,127280.087,66826.709,112609.161,25960.299,-204814.041,36683.504
1.308,09-21-2026 21:18:30:649,-168872.57,173118.597,126457.721,71145.692,111695.422,41666.781,-201692.62,40295.904
1.312,09-21-2026 21:18:30:653,-165633.937,173638.946,126187.354,71145.692,111820.592,43943.083,-197169.745,38837.05
1.316,09-21-2026 21:18:30:657,-176713.473,171973.83,126885.802,66117.622,112709.297,27553.711,-203030.372,33418.451
1.32,09-21-2026 21:18:30:661,-186940.737,170386.767,127618.045,63023.426,113272.561,15034.052,-205068.851,31612.251
1.324,09-21-2026 21:18:30:665,-181315.742,171193.307,127302.617,66568.859,112671.746,25277.409,-204814.041,36544.566
1.328,09-21-2026 21:18:30:669,-169213.479,173040.545,126457.721,71016.767,111707.939,41439.151,-201883.728,40226.434
1.332,09-21-2026 21:18:30:673,-166145.3,173560.893,126187.354,70952.305,111845.626,43715.452,-197615.662,38767.581
1.336,09-21-2026 21:18:30:677,-177054.382,171921.795,126885.802,66053.16,112721.814,27326.08,-203094.074,33418.451
1.34,09-21-2026 21:18:30:681,-187281.646,170334.732,127618.045,62958.963,113285.078,15034.052,-205068.851,31612.251
1.344,09-21-2026 21:18:30:685,-181656.651,171167.29,127325.148,66504.397,112684.263,25277.409,-204814.041,36544.566
1.348,09-21-2026 21:18:30:689,-169554.388,172988.51,126491.517,70887.842,111745.49,41439.151,-201820.025,40295.904
1.352,09-21-2026 21:18:30:693,-166315.754,173508.859,126209.885,70952.305,111858.143,43715.452,-197424.555,38837.05
1.356,09-21-2026 21:18:30:697,-177395.29,171817.726,126908.332,65924.235,112746.848,27098.45,-203094.074,33487.92
1.36,09-21-2026 21:18:30:701,-187281.646,170334.732,127606.78,63087.888,113285.078,15489.312,-205005.149,31820.659
1.364,09-21-2026 21:18:30:705,-181827.105,171115.255,127302.617,66439.935,112671.746,25277.409,-204686.636,36614.035
1.368,09-21-2026 21:18:30:709,-169554.388,172962.492,126457.721,70952.305,111720.456,41666.781,-201565.215,40434.842
1.372,09-21-2026 21:18:30:713,-166486.209,173482.841,126198.62,70887.842,111833.109,43715.452,-197297.15,38975.989
1.376,09-21-2026 21:18:30:717,-177224.836,171843.743,126897.067,65988.698,112709.297,27326.08,-202966.67,33557.389
1.38,09-21-2026 21:18:30:721,-187281.646,170334.732,127584.249,63023.426,113260.044,15489.312,-204877.744,31890.128
1.384,09-21-2026 21:18:30:725,-181827.105,171115.255,127291.352,66439.935,112659.229,25277.409,-204622.934,36614.035
1.388,09-21-2026 21:18:30:729,-169724.842,172962.492,126457.721,70887.842,111707.939,41439.151,-201437.81,40434.842
1.392,09-21-2026 21:18:30:733,-166315.754,173482.841,126187.354,70952.305,111795.558,43715.452,-196978.637,38975.989
1.396,09-21-2026 21:18:30:737,-177224.836,171843.743,126897.067,65988.698,112709.297,27326.08,-202902.967,33626.858
1.4,09-21-2026 21:18:30:741,-186940.737,170360.749,127572.984,63152.351,113260.044,15716.942,-204877.744,31959.597
1.404,09-21-2026 21:18:30:745,-182114.548,171047.484,127287.865,66371.672,112676.083,24924.117,-204621.459,36528.741
1.408,09-21-2026 21:18:30:749,-169853.499,172939.872,126464.158,70875.504,111727.653,41471.024,-201518.411,40484.999
1.412,09-21-2026 21:18:30:753,-166256.924,173487.669,126185.879,71002.373,111812.769,43930.7,-196931.296,39076.84
1.416,09-21-2026 21:18:30:757,-177373.609,171819.38,126876.012,65991.067,112712.561,27383.793,-202800.104,33645.366
1.42,09-21-2026 21:18:30:761,-186855.487,170375.189,127543.882,63199.96,113247.572,15979.843,-204823.831,31968.985
1.424,09-21-2026 21:18:30:765,-182114.548,171047.484,127287.865,66371.672,112676.083,24924.117,-204554.001,36528.741
1.428,09-21-2026 21:18:30:769,-169690.018,172939.872,126441.896,70938.938,111703.335,41471.024,-201248.58,40484.999
1.432,09-21-2026 21:18:30:773,-166256.924,173487.669,126152.486,71065.807,111788.45,43930.7,-196728.924,39143.895
1.436,09-21-2026 21:18:30:777,-176883.167,171869.179,126842.618,66181.37,112663.923,27831.006,-202665.189,33712.421
1.44,09-21-2026 21:18:30:781,-186855.487,170375.189,127532.751,63199.96,113247.572,15979.843,-204823.831,31968.985
1.444,09-21-2026 21:18:30:785,-182114.548,171047.484,127276.734,66371.672,112663.923,24924.117,-204621.459,36461.685
1.448,09-21-2026 21:18:30:789,-170016.98,172914.973,126441.896,70875.504,111703.335,41247.417,-201450.953,40484.999
1.452,09-21-2026 21:18:30:793,-166093.444,173512.569,126152.486,71129.241,111751.972,44154.307,-196594.008,39210.95
1.456,09-21-2026 21:18:30:797,-176883.167,171894.079,126842.618,66244.804,112663.923,28054.613,-202597.732,33846.531
1.46,09-21-2026 21:18:30:801,-186692.007,170400.088,127543.882,63263.394,113223.253,16203.45,-204823.831,31968.985
1.464,09-21-2026 21:18:30:805,-182604.99,170997.685,127321.258,66181.37,112688.242,24253.297,-204621.459,36327.575
1.468,09-21-2026 21:18:30:809,-170016.98,172914.973,126453.027,70938.938,111703.335,41247.417,-201316.038,40484.999
1.472,09-21-2026 21:18:30:813,-166256.924,173512.569,126141.355,71129.241,111751.972,44154.307,-196661.466,39278.005
1.476,09-21-2026 21:18:30:817,-176556.206,171943.879,126809.225,66308.238,112615.286,28278.22,-202530.274,33913.587
1.48,09-21-2026 21:18:30:821,-186855.487,170375.189,127532.751,63199.96,113223.253,15979.843,-204823.831,31968.985
1.484,09-21-2026 21:18:30:825,-182604.99,170997.685,127310.127,66181.37,112676.083,24029.69,-204621.459,36327.575
1.488,09-21-2026 21:18:30:829,-170343.941,172865.173,126453.027,70812.07,111715.494,41023.811,-201450.953,40484.999
1.492,09-21-2026 21:18:30:833,-166093.444,173537.469,126130.223,71256.11,111727.653,44377.913,-196256.721,39412.116
1.496,09-21-2026 21:18:30:837,-176392.725,171993.678,126764.7,66435.107,112603.126,28725.434,-202260.444,34047.697
1.5,09-21-2026 21:18:30:841,-186692.007,170400.088,127488.226,63199.96,113223.253,15979.843,-204756.374,31968.985
1.504,09-21-2026 21:18:30:845,-182989.083,170946.544,127278.611,66036.396,112722.529,23783.508,-204563.121,36241.968
1.508,09-21-2026 21:18:30:849,-170338.711,172864.324,126425.848,70861.02,111731.855,40957.694,-201217.422,40567.835
1.512,09-21-2026 21:18:30:853,-166121.92,173528.17,126100.451,71246.99,111743.791,44573.312,-196198.874,39486.368
1.516,09-21-2026 21:18:30:857,-176015.16,172028.368,126740.024,66551.023,112591.235,29206.935,-202090.213,34146.626
1.52,09-21-2026 21:18:30:861,-186719.321,170405.632,127491.802,63205.95,113247.706,16100.319,-204708.586,31983.692
1.524,09-21-2026 21:18:30:865,-183151.267,170921.957,127312.273,65972.068,112734.465,23557.532,-204563.121,36174.376
1.528,09-21-2026 21:18:30:869,-170663.079,172815.15,126448.289,70732.364,111767.663,40731.718,-201435.62,40500.243
1.532,09-21-2026 21:18:30:873,-166121.92,173528.17,126078.01,71311.318,111755.727,44799.288,-195980.677,39553.96
1.536,09-21-2026 21:18:30:877,-176015.16,172028.368,126717.583,66615.351,112591.235,29432.911,-201944.748,34214.218
